Situation familiale;Sexe du membre;Nombre de 2rm conduits par le membre;Nombre d'enfants à charge;Département d'habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple avec enfant(s);Homme;2;3;35;40-49 ans;2005;650;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;2;81;50-59 ans;2008;1200;Routière / GT;Profession intermédiaire;False
En couple sans enfant;Homme;2;0;95;50-59 ans;2002;1800;Routière / GT;Autre sans activité professionnelle (personne au foyer...);False
En couple avec enfant(s);Homme;1;1;97;40-49 ans;2016;750;Scooter;Cadre;False
En couple avec enfant(s);Homme;2;2;17;60-69 ans;2006;1200;Trail / Supermotard;Retraité;False
Seul(e) avec enfants;Femme;1;2;54;30-39 ans;1995;500;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;0;30;70 et plus;2012;800;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;6;50-59 ans;1999;750;Roadster;Autre sans activité professionnelle (personne au foyer...);False
Seul(e) avec enfants;Homme;3;2;77;50-59 ans;2009;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;74;40-49 ans;2004;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;1;69;50-59 ans;1999;1000;Trail / Supermotard;Ouvrier;False
En couple sans enfant;Homme;2;0;14;60-69 ans;1996;900;Routière / GT;Retraité;False
En couple avec enfant(s);Femme;1;2;44;50-59 ans;2004;883;Roadster;Employé;False
En couple avec enfant(s);Homme;1;1;83;40-49 ans;2018;1100;Sportive;Employé;False
En couple avec enfant(s);Homme;1;2;77;40-49 ans;2008;1200;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;74;60-69 ans;2017;1090;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;0;78;40-49 ans;1994;500;Roadster;Profession libérale et artistique;False
En couple sans enfant;Homme;1;0;95;60-69 ans;2016;1200;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;17;60-69 ans;1999;1100;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;75;Moins de 30 ans;2003;1000;Routière / GT;Profession libérale et artistique;False
En couple sans enfant;Homme;4;0;78;60-69 ans;2007;1300;Routière / GT;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;4;0;91;50-59 ans;2007;1300;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;27;50-59 ans;2016;1200;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;4;13;50-59 ans;2002;1150;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;59;50-59 ans;2008;700;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;2;2;68;40-49 ans;1996;750;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;1;0;75;50-59 ans;2008;500;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;2;45;30-39 ans;2002;916;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;93;60-69 ans;2016;125;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;67;60-69 ans;1994;1000;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;3;34;50-59 ans;2016;650;Roadster;Employé;False
En couple sans enfant;Homme;1;0;89;60-69 ans;2017;1400;Roadster;Retraité;False
En couple sans enfant;Homme;4;0;73;40-49 ans;2004;800;Roadster;Employé;False
En couple sans enfant;Homme;1;0;27;40-49 ans;2018;1200;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;69;60-69 ans;2016;1200;Roadster;Retraité;False
En couple sans enfant;Homme;3;0;38;Moins de 30 ans;2013;821;Trail / Supermotard;Profession intermédiaire;False
En couple sans enfant;Homme;4;0;26;60-69 ans;2006;1100;Roadster;Cadre;False
Seul(e) sans enfant;Homme;3;0;29;40-49 ans;1995;900;Roadster;En recherche d'emploi;False
En couple sans enfant;Homme;1;0;30;60-69 ans;2010;1200;Trail / Supermotard;Chef d'entreprise de 10 salariés ou plus;False
En couple avec enfant(s);Homme;1;3;28;40-49 ans;2017;1100;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;44;60-69 ans;2017;1200;Routière / GT;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;3;1;44;40-49 ans;2002;1100;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;60;70 et plus;2015;700;Roadster;Retraité;False
En couple sans enfant;Homme;3;0;30;60-69 ans;1989;650;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;2;31;50-59 ans;2016;600;Scooter;Profession intermédiaire;False
Seul(e) avec enfants;Homme;1;2;92;50-59 ans;1998;800;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;2;2;31;50-59 ans;2009;650;Sportive;Cadre;False
Seul(e) sans enfant;Homme;2;0;36;Moins de 30 ans;2016;1290;Roadster;Ouvrier;False
En couple sans enfant;Homme;1;0;60;60-69 ans;2000;125;Custom;Retraité;False
En couple sans enfant;Homme;2;0;33;60-69 ans;2004;1000;Roadster;Retraité;False
En couple avec enfant(s);Homme;1;2;74;30-39 ans;2012;650;Roadster;Employé;False
En couple sans enfant;Homme;1;0;94;40-49 ans;2014;1300;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;1;91;50-59 ans;2012;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;5;1;54;60-69 ans;2018;900;Roadster;Cadre;False
En couple sans enfant;Homme;6;0;76;60-69 ans;2009;1200;Routière / GT;Profession libérale et artistique;False
En couple sans enfant;Homme;2;0;49;30-39 ans;2009;675;Roadster;Employé;False
En couple sans enfant;Homme;2;0;31;40-49 ans;2016;1200;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;78;70 et plus;2015;800;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;1;0;31;50-59 ans;2011;990;Trail / Supermotard;Employé;True
En couple sans enfant;Homme;1;0;94;60-69 ans;2013;1200;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;4;1;75;40-49 ans;1974;125;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;38;50-59 ans;2006;2300;Custom;Employé;False
Seul(e) sans enfant;Femme;1;0;94;60-69 ans;2014;650;Roadster;Retraité;False
Seul(e) avec enfants;Homme;1;1;44;40-49 ans;2017;750;Roadster;Employé;False
En couple sans enfant;Homme;1;0;77;60-69 ans;2011;1000;Roadster;Retraité;False
En couple sans enfant;Homme;2;0;30;60-69 ans;2000;600;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;3;59;50-59 ans;2007;900;Roadster;Employé;False
En couple sans enfant;Femme;2;0;30;Moins de 30 ans;2013;800;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;91;60-69 ans;2008;125;Trail / Supermotard;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;93;60-69 ans;2015;50;Scooter;Employé;False
En couple sans enfant;Homme;1;0;64;50-59 ans;2004;1300;Routière / GT;Employé;False
Seul(e) sans enfant;Homme;1;0;95;50-59 ans;2007;650;Sportive;Profession intermédiaire;False
En couple avec enfant(s);Homme;2;1;38;60-69 ans;2007;1200;Roadster;Employé;False
En couple avec enfant(s);Homme;1;3;67;30-39 ans;1997;800;Custom;Cadre;False
En couple sans enfant;Femme;4;0;33;40-49 ans;2003;800;Routière / GT;Profession libérale et artistique;False
En couple sans enfant;Homme;1;0;79;70 et plus;1994;1100;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;5;0;78;60-69 ans;2010;1200;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;2;25;50-59 ans;1996;750;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;2;31;40-49 ans;2017;1000;Roadster;Profession libérale et artistique;False
En couple sans enfant;Homme;1;0;37;Moins de 30 ans;2002;600;Roadster;Employé;False
En couple avec enfant(s);Femme;1;1;57;60-69 ans;2010;800;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;34;60-69 ans;2016;900;Roadster;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;3;2;35;50-59 ans;2019;750;Routière / GT;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;92;60-69 ans;2018;1745;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;22;60-69 ans;2011;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;3;2;79;50-59 ans;2016;1000;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;56;Moins de 30 ans;2002;1000;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;2;2;69;60-69 ans;2018;1310;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;2;95;50-59 ans;2016;1200;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;46;60-69 ans;2019;300;Scooter;Retraité;False
En couple avec enfant(s);Homme;1;1;44;50-59 ans;2011;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;59;40-49 ans;2006;900;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;2;3;92;40-49 ans;2013;1050;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;59;50-59 ans;2012;650;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;2;78;60-69 ans;1989;650;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;2;1;44;50-59 ans;1980;850;Routière / GT;En recherche d'emploi;False
En couple avec enfant(s);Femme;1;2;77;40-49 ans;2015;800;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;1;88;50-59 ans;2012;796;Roadster;Employé;False
En couple sans enfant;Homme;1;0;28;60-69 ans;2006;1150;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;;Moins de 30 ans;2019;700;Roadster;Profession libérale et artistique;False
Seul(e) sans enfant;Homme;1;0;75;60-69 ans;2015;400;;Cadre;True
Autre;Femme;1;0;92;30-39 ans;2012;600;Roadster;Employé;False
Autre;Femme;1;0;91;50-59 ans;2015;1700;Custom;Employé;False
En couple sans enfant;Homme;4;0;92;60-69 ans;2013;990;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;92;50-59 ans;2005;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;30;60-69 ans;1966;125;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;3;1;60;60-69 ans;2009;650;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;81;60-69 ans;2019;850;Custom;Retraité;False
En couple avec enfant(s);Homme;1;1;21;50-59 ans;1988;1000;Routière / GT;Ouvrier;False
En couple sans enfant;Homme;3;0;91;30-39 ans;2017;1000;Roadster;Employé;False
En couple sans enfant;Homme;2;0;94;60-69 ans;2009;1600;Custom;Retraité;False
En couple sans enfant;Homme;3;0;43;60-69 ans;2001;1000;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;5;1;59;50-59 ans;2009;1000;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;1;31;50-59 ans;2012;1200;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;47;50-59 ans;1988;600;Trail / Supermotard;Profession libérale et artistique;False
En couple sans enfant;Homme;3;0;31;60-69 ans;1993;750;Trail / Supermotard;Ouvrier;False
En couple avec enfant(s);Homme;1;2;13;50-59 ans;1987;1000;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;2;78;40-49 ans;2014;1000;Roadster;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;1;33;50-59 ans;2000;900;Roadster;Employé;False
En couple sans enfant;Homme;2;0;31;60-69 ans;2009;700;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;1;0;83;50-59 ans;2016;1290;Trail / Supermotard;Employé;False
Seul(e) sans enfant;Homme;4;0;75;60-69 ans;1992;600;Trail / Supermotard;Profession libérale et artistique;False
En couple avec enfant(s);Homme;2;2;75;50-59 ans;2007;125;Scooter;Cadre;False
En couple avec enfant(s);Homme;1;2;69;40-49 ans;2017;900;Roadster;Employé;False
Seul(e) sans enfant;Homme;1;0;87;40-49 ans;2018;125;Scooter;Profession intermédiaire;False
En couple avec enfant(s);Homme;4;1;95;60-69 ans;2008;1100;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;2;86;40-49 ans;1995;1100;Roadster;Cadre;False
Autre;Homme;1;0;94;60-69 ans;2010;1200;Trail / Supermotard;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;1;80;50-59 ans;2012;1800;Custom;Profession intermédiaire;True
Seul(e) sans enfant;Homme;2;0;69;50-59 ans;2017;500;Roadster;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;1;0;92;50-59 ans;2018;1050;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;66;60-69 ans;2000;850;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;1;25;40-49 ans;2008;1200;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;60;40-49 ans;2016;1200;Routière / GT;Profession libérale et artistique;True
En couple sans enfant;Homme;1;0;76;60-69 ans;2016;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;1;34;60-69 ans;2008;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;2;0;91;50-59 ans;1996;500;Scooter;Profession libérale et artistique;False
En couple avec enfant(s);Homme;1;2;34;40-49 ans;2001;1000;Sportive;Cadre;False
En couple sans enfant;Homme;1;0;29;60-69 ans;2000;1150;Roadster;Retraité;False
En couple avec enfant(s);Homme;3;1;91;60-69 ans;1999;1100;Routière / GT;Artisan, commerçant assimilé;False
En couple avec enfant(s);Femme;2;2;78;50-59 ans;2012;1050;Routière / GT;Cadre;False
En couple sans enfant;Homme;1;0;31;40-49 ans;2019;125;Scooter;Cadre;False
En couple sans enfant;Homme;1;0;13;60-69 ans;2009;400;Scooter;Retraité;False
Seul(e) avec enfants;Homme;2;1;44;50-59 ans;2007;1300;Routière / GT;Ouvrier;False
En couple avec enfant(s);Homme;1;2;59;60-69 ans;2003;1000;Sportive;Cadre;True
En couple sans enfant;Homme;3;0;62;60-69 ans;1970;50;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;0;34;60-69 ans;2016;1000;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;0;13;50-59 ans;2019;850;;Cadre;False
Seul(e) sans enfant;Homme;1;0;78;30-39 ans;2012;650;Sportive;Cadre;False
En couple sans enfant;Homme;1;0;30;50-59 ans;2012;1000;Roadster;Employé;False
En couple sans enfant;Homme;3;0;44;60-69 ans;2001;900;Routière / GT;Retraité;True
Seul(e) sans enfant;Homme;1;0;18;50-59 ans;2005;955;Routière / GT;Ouvrier;True
En couple avec enfant(s);Homme;1;2;75;50-59 ans;2017;750;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;2;1;91;40-49 ans;2006;1000;Sportive;Employé;False
Autre;Homme;1;0;84;Moins de 30 ans;2013;500;Roadster;Employé;False
En couple avec enfant(s);Homme;6;1;60;60-69 ans;1995;1000;Routière / GT;Retraité;False
En couple sans enfant;Homme;2;0;84;70 et plus;2013;800;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;0;95;Moins de 30 ans;2013;750;Roadster;Employé;False
En couple avec enfant(s);Homme;2;1;76;40-49 ans;2018;700;Roadster;Employé;False
En couple sans enfant;Homme;1;0;69;30-39 ans;2012;700;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;3;17;40-49 ans;2017;1400;Roadster;Employé;False
En couple sans enfant;Homme;2;0;13;60-69 ans;2013;1600;Routière / GT;Retraité;False
En couple sans enfant;Homme;2;0;33;60-69 ans;2019;125;Scooter;Retraité;False
En couple avec enfant(s);Femme;2;1;9;60-69 ans;1996;750;Roadster;Retraité;False
En couple avec enfant(s);Homme;3;2;49;50-59 ans;1992;250;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;26;Moins de 30 ans;2019;1290;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;67;50-59 ans;2016;1000;Trail / Supermotard;Ouvrier;False
Autre;Homme;5;0;54;Moins de 30 ans;2010;660;Roadster;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;3;2;78;50-59 ans;2010;1300;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;3;36;40-49 ans;2004;1400;Roadster;Employé;False
En couple sans enfant;Femme;4;0;94;50-59 ans;2004;1100;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;2;2;26;50-59 ans;2005;1200;Custom;Cadre;False
En couple avec enfant(s);Homme;4;1;13;50-59 ans;1999;1200;Roadster;Cadre;False
Autre;Homme;2;0;18;30-39 ans;2001;1000;Sportive;Ouvrier;False
En couple avec enfant(s);Homme;2;1;33;50-59 ans;2003;1150;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;1;0;72;50-59 ans;2006;1000;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;3;61;40-49 ans;2018;900;Roadster;Profession libérale et artistique;False
Seul(e) avec enfants;Femme;2;2;13;50-59 ans;2015;650;Custom;Employé;False
Autre;Homme;1;0;69;30-39 ans;2009;650;Roadster;Ouvrier;False
Autre;Homme;2;0;95;60-69 ans;2016;1200;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;7;0;71;50-59 ans;2018;1000;Trail / Supermotard;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;1;0;76;30-39 ans;2018;1000;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;3;47;50-59 ans;2001;944;Roadster;Chef d'entreprise de 10 salariés ou plus;True
En couple avec enfant(s);Homme;3;1;79;50-59 ans;2015;1200;Routière / GT;Cadre;False
En couple sans enfant;Homme;3;0;31;60-69 ans;1976;125;Roadster;Retraité;False
En couple sans enfant;Homme;1;0;38;50-59 ans;2013;1200;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;4;0;88;40-49 ans;1987;350;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;2;3;38;50-59 ans;2016;1200;Trail / Supermotard;Artisan, commerçant assimilé;False
Seul(e) avec enfants;Homme;1;2;77;50-59 ans;2014;800;Routière / GT;Cadre;False
Seul(e) sans enfant;Homme;1;0;92;50-59 ans;2017;125;Routière / GT;Employé;True
En couple sans enfant;Homme;4;0;37;30-39 ans;2007;999;Sportive;Employé;False
En couple sans enfant;Homme;1;0;91;70 et plus;2010;900;Roadster;Retraité;False
Seul(e) sans enfant;Homme;1;0;13;Moins de 30 ans;2016;650;Roadster;Cadre;False
En couple sans enfant;Homme;1;0;31;70 et plus;2018;700;Roadster;Retraité;False
En couple avec enfant(s);Homme;2;1;83;50-59 ans;2007;125;Trail / Supermotard;Cadre;False
En couple sans enfant;Homme;1;0;88;50-59 ans;2012;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;2;1;83;60-69 ans;2009;125;Scooter;Employé;False
En couple avec enfant(s);Homme;1;3;73;50-59 ans;2015;1200;Routière / GT;Profession intermédiaire;True
En couple sans enfant;Homme;1;0;34;50-59 ans;2007;600;Roadster;Retraité;True
Seul(e) avec enfants;Homme;1;2;69;50-59 ans;2010;750;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;59;60-69 ans;1998;900;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;2;92;40-49 ans;2016;1200;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;69;40-49 ans;2010;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Femme;2;2;63;40-49 ans;2005;600;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;1;31;30-39 ans;2007;1200;Trail / Supermotard;Employé;False
En couple sans enfant;Homme;2;0;45;40-49 ans;1991;1100;Routière / GT;Artisan, commerçant assimilé;True
En couple avec enfant(s);Homme;3;1;31;50-59 ans;1991;1000;Trail / Supermotard;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;1;2;21;50-59 ans;2003;900;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;95;30-39 ans;1998;600;Routière / GT;Cadre;True
Seul(e) sans enfant;Homme;2;0;38;50-59 ans;2005;650;Roadster;Cadre;False
Autre;Homme;2;0;7;60-69 ans;2007;1000;Roadster;Ouvrier;False
En couple sans enfant;Homme;2;0;59;60-69 ans;2004;1100;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;5;1;68;50-59 ans;1982;1000;Roadster;Ouvrier;False
En couple avec enfant(s);Homme;2;1;60;40-49 ans;2011;1200;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;2;1;54;50-59 ans;2001;1100;Roadster;Profession intermédiaire;False
En couple avec enfant(s);Homme;1;1;21;40-49 ans;2018;1000;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;3;1;75;60-69 ans;2013;990;Trail / Supermotard;Chef d'entreprise de 10 salariés ou plus;False
En couple sans enfant;Homme;1;0;59;60-69 ans;2002;900;Routière / GT;Retraité;False
En couple sans enfant;Homme;5;0;91;50-59 ans;1992;1100;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;1;77;70 et plus;1992;750;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;3;1;68;50-59 ans;2002;600;Roadster;Employé;False
En couple avec enfant(s);Homme;3;3;29;50-59 ans;2000;900;Routière / GT;Employé;False
En couple avec enfant(s);Homme;1;2;83;50-59 ans;2011;1050;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;3;29;50-59 ans;2004;1200;Trail / Supermotard;Cadre;False
Autre;Homme;1;1;30;50-59 ans;1994;900;Sportive;Profession intermédiaire;False
Seul(e) sans enfant;Homme;1;0;33;50-59 ans;2013;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;2;0;17;60-69 ans;2013;1200;Trail / Supermotard;Retraité;False
En couple sans enfant;Homme;1;0;75;30-39 ans;2002;1150;Trail / Supermotard;Cadre;False
Seul(e) avec enfants;Homme;1;2;97;40-49 ans;2009;1000;Routière / GT;Employé;False
Seul(e) avec enfants;Homme;1;1;91;30-39 ans;2017;650;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;92;70 et plus;2010;300;Scooter;Retraité;False
Seul(e) sans enfant;Homme;4;0;73;60-69 ans;2002;1150;Routière / GT;Retraité;False
En couple sans enfant;Homme;1;0;75;Moins de 30 ans;2019;765;Roadster;Profession intermédiaire;False
