Civilité du membre;Profession du membre;Secteur du 2RM;Statut de la qualification;Sociétaire;Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre d enfants à charge;Département d habitation en France;Age du membre;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence d utilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
1;Livreur employé polyvalent;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;1;1;30;48;40-49 ans;2004;MACIF;650;Tous les jours;5500;HONDA;Routière / GT;Parking privé clos;Pour les trajets domicile travail;?;Livreur employé polyvalent;Employé;False
1;Responsable Pédagogique;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;17;55;50-59 ans;2010;MUTUELLE DES MOTARDS;800;Quelques fois par mois;3000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Responsable Pédagogique;Profession intermédiaire;False
1;Chargé de communication;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;33;38;30-39 ans;2006;MAAF;650;Tous les jours;8000;KAWASAKI;Roadster;Parking privé clos;Pour les loisirs;850;Chargé de communication;Cadre;False
1;Policier;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;1;1;63;36;30-39 ans;2019;AXA;1000;Quelques fois par mois;3000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Policier;Employé;False
1;artisan;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;87;61;60-69 ans;2010;MACIF;1400;Tous les jours;10000;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;retraité;Retraité;False
1;Responsable magasin PL;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;30;60;60-69 ans;2003;MUTUELLE DES MOTARDS;1150;Quelques fois par mois;4000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;100;Chef d équipe;Ouvrier;False
1;Assistant qualité produits;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;59;59;50-59 ans;2010;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;4000;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;300;Technicien bureau d étude;Employé;False
1;Chauffeur de bus;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;75;29;Moins de 30 ans;2015;MACIF;1000;Tous les jours;32000;SUZUKI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;3000;Chauffeur de bus;Employé;False
1;Assistant Social;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;2;2;12;44;40-49 ans;2006;MAAF;1200;Quelques fois par semaine;3000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Assistant Social;Cadre;False
1;Agent SNCF;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;2;1;51;61;60-69 ans;2003;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Agent SNCF;Retraité;True
1;Informaticien;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;2;0;76;35;30-39 ans;1985;AMV (ASSURANCE MOTO VERTE);125;Quelques fois par an;2000;YAMAHA;Custom;Garage individuel (ou box privatif);Pour les loisirs;500;Informaticien;Cadre;False
1;Expert en automobile;Oui;Mise à jour;Non;En couple avec enfant(s);Homme;4;4;2;92;57;50-59 ans;2018;AXA;750;Tous les jours;10000;MOTO GUZZI;Roadster;Parking privé clos;Pour les trajets domicile travail;500;Expert en automobile;Cadre;False
1;conducteur receveur;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;2;2;33;56;50-59 ans;2009;MAAF;1200;Tous les jours;25000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1500;conducteur receveur;Employé;True
1;enseignant;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;69;56;50-59 ans;2005;AXA;1800;Quelques fois par mois;5000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;400;enseignant;Cadre;False
1;RETRAITÉ;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;2;0;44;71;70 et plus;2013;MACIF;125;Quelques fois par semaine;4000;KTM;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;RETRAITÉ;Retraité;False
1;mecanicien poids lourds;Non;Mise à jour;Non;Seul(e) avec enfants;Homme;2;2;1;34;60;60-69 ans;2011;MACIF;800;Quelques fois par semaine;8000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;mecanicien poids lourds;Retraité;False
1;Technicien de maintenance;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;28;35;30-39 ans;2007;MUTUELLE DES MOTARDS;1300;Tous les jours;25000;SUZUKI;Routière / GT;Parking privé clos;Pour les trajets domicile travail;4695;Technicien de maintenance;Employé;False
1;enseignant en conduite routièr;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;88;61;60-69 ans;1999;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;15000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;enseignant en conduite routièr;Artisan, commerçant assimilé;True
1;technicien Francetélécom;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;91;60;60-69 ans;2013;MACIF;1300;Tous les jours;12000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;Retraité;Retraité;False
1;Technicien;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;1;1;10;41;40-49 ans;2017;AMV (ASSURANCE MOTO VERTE);1290;Quelques fois par mois;6000;KTM;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Technicien;Ouvrier;False
1;intérimaire;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;2;1;89;44;40-49 ans;1997;GROUPAMA;750;Quelques fois par mois;3000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;Chargé d affaires;Employé;False
1;Aide-Soignant;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;2;1;64;53;50-59 ans;2004;CLUB 14;750;Quelques fois par semaine;3000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Aide-Soignant;Employé;True
1;technicien chimiste;Non;Qualification initiale;Non;Seul(e) sans enfant;Homme;1;1;0;38;27;Moins de 30 ans;2018;MUTUELLE DES MOTARDS;850;Quelques fois par semaine;20000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;200;technicien chimiste;Employé;False
3;Pas d activite;Non;Qualification initiale;Non;Autre;Femme;2;1;0;25;26;Moins de 30 ans;2015;MAAF;821;Quelques fois par semaine;5000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Pas d activite;En recherche d emploi;False
1;Cadre informatique;Non;?;Non;En couple sans enfant;Homme;2;2;0;6;63;60-69 ans;2009;GMF;125;Quelques fois par semaine;1000;MOTOBECANE;Scooter;Parking privé clos;Pour les loisirs;500;Cadre informatique;Retraité;False
1;jardinier;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;28;57;50-59 ans;2013;MUTUELLE DES MOTARDS;50;Tous les jours;10000;PEUGEOT;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;300;jardinier;Employé;False
1;Commerçant;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;3;2;42;47;40-49 ans;2009;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;10000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;Commerçant;Artisan, commerçant assimilé;False
1;conducteur routier;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;42;47;40-49 ans;2014;MAAF;1200;Quelques fois par semaine;10000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;conducteur routier;Employé;False
1;chauffeur poid lourd;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;3;0;2;56;50-59 ans;2009;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;MOTO GUZZI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;800;chauffeur poid lourd;Ouvrier;False
1;MONITEUR EDUCATEUR;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;4;0;33;46;40-49 ans;2011;MUTUELLE DES MOTARDS;800;Tous les jours;15000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;MONITEUR EDUCATEUR;Profession intermédiaire;False
1;chef d equipe travaux publique;Non;?;Oui;En couple avec enfant(s);Homme;3;1;1;38;36;30-39 ans;2010;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;10000;SUZUKI;Roadster;?;Pour les loisirs;?;chef d equipe travaux publique;Ouvrier;True
1;Commerçant;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;5;52;50-59 ans;1989;MUTUELLE DES MOTARDS;1400;Quelques fois par mois;7000;SUZUKI;Custom;Garage individuel (ou box privatif);Pour les loisirs;250;Pilote pour convois exceptionnels;Employé;False
1;POLICIER MOTOCYCLISTE;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;3;2;92;49;40-49 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;8000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;250;POLICIER MOTOCYCLISTE;Employé;True
1;Informaticien;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;1;53;50-59 ans;2011;MUTUELLE DES MOTARDS;800;Quelques fois par semaine;7000;TRIUMPH;Roadster;Parking privé clos;Pour les trajets domicile travail;500;Informaticien;Cadre;False
1;directeur achats;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;3;1;88;59;50-59 ans;2004;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;6000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;directeur achats;Cadre;True
1;agriculteur;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;5;0;32;58;50-59 ans;2002;CLUB 14;1300;Quelques fois par mois;4000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;150;agriculteur;Agriculteur exploitant;False
1;cadre;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;95;38;30-39 ans;2010;MAIF;300;Tous les jours;15000;PIAGGIO;Scooter;Voie publique;Pour les trajets domicile travail;1000;cadre;Cadre;False
1;Agent immobilier;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;38;53;50-59 ans;2001;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;6000;HONDA;Sportive;Garage individuel (ou box privatif);Pour les loisirs;550;Agent immobilier;Cadre;False
1;informaticien;Non;Mise à jour;Non;En couple sans enfant;Homme;2;3;0;93;46;40-49 ans;2010;MAIF;1000;Tous les jours;16000;HONDA;Roadster;Parking privé clos;Pour les trajets domicile travail;3000;informaticien;Cadre;False
1;Expert Informatique;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;33;55;50-59 ans;2015;MUTUELLE DES MOTARDS;1400;Quelques fois par mois;10000;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1000;Expert Informatique;Cadre;False
1;Ingénieur Production;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;21;40;40-49 ans;2012;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par mois;2000;BMW;Roadster;Parking privé clos;Pour les trajets domicile travail;?;Ingénieur Production;Cadre;False
1;Postier;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;3;3;2;24;63;60-69 ans;2009;MUTUELLE DES MOTARDS;750;Quelques fois par mois;10000;URAL - OURAL;Side-car / Trike;Garage individuel (ou box privatif);Pour les loisirs;1500;Postier;Retraité;False
1;CHAUDRONNIER;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;84;46;40-49 ans;2003;MUTUELLE DES MOTARDS;600;Tous les jours;8000;YAMAHA;Tout terrain (Trial,  Enduro, Cross);Parking privé clos;Pour les trajets domicile travail;150;CHAUDRONNIER;Ouvrier;False
1;technicien;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;6;51;50-59 ans;2010;PACIFICA (CREDIT AGRICOLE);660;Quelques fois par semaine;7000;YAMAHA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;technicien;Profession intermédiaire;False
1;médecin;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;69;63;60-69 ans;2014;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;6000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;médecin;Profession libérale et artistique;False
1;Formateur Sports Moto;Oui;Qualification initiale;Non;En couple avec enfant(s);Homme;5;2;3;54;40;40-49 ans;2016;MACIF;700;Quelques fois par semaine;10000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Formateur Sports Moto;Employé;False
1;Rotativiste;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;1;2;31;62;60-69 ans;2019;MUTUELLE DES MOTARDS;750;Quelques fois par mois;6000;MOTO GUZZI;Custom;Parking privé clos;Pour les loisirs;400;Rotativiste;Retraité;False
1;Chef de projet;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;2;2;59;36;30-39 ans;2008;MACIF;1000;Quelques fois par an;1500;BUELL;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Chef de projet;Cadre;False
1;Fonctionnaire La Poste;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;2;0;75;67;60-69 ans;2010;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;5000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;500;Fonctionnaire La Poste;Retraité;False
1;enseignant chercheur;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;75;32;30-39 ans;2009;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;3000;BMW;Roadster;Parking privé clos;Pour les trajets domicile travail;150;enseignant du secondaire;Profession intermédiaire;False
3;Étudiante;Non;Qualification initiale;Non;En couple sans enfant;Femme;2;2;0;35;31;30-39 ans;2009;CLUB 14;600;Quelques fois par semaine;10000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Employé;Employé;False
1;monteur outilleur;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;22;55;50-59 ans;2012;MAAF;1250;Quelques fois par mois;15000;SUZUKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;200;monteur outilleur;Ouvrier;False
2;assistante maternelle;Non;?;Oui;En couple avec enfant(s);Femme;4;1;2;33;46;40-49 ans;2015;MUTUELLE DES MOTARDS;700;Quelques fois par mois;15000;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;assistante maternelle;Employé;False
1;INFIRMIER;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;33;50;50-59 ans;2012;AGPM;1200;Tous les jours;12000;BMW;Trail / Supermotard;Garage collectif;Pour les trajets domicile travail;150;INFIRMIER;Profession intermédiaire;True
1;commerçant;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;3;1;18;59;50-59 ans;2006;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par mois;6000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;commerçant;Artisan, commerçant assimilé;False
1;Enseignant;Non;?;Oui;Seul(e) sans enfant;Homme;1;2;0;13;39;30-39 ans;1996;MUTUELLE DES MOTARDS;850;Quelques fois par mois;5000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;Enseignant;Cadre;False
1;employe de banque;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;29;62;60-69 ans;2017;PACIFICA (CREDIT AGRICOLE);1200;Quelques fois par semaine;15000;TRIUMPH;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;employe de banque;Retraité;False
3;Assistante;Non;Qualification initiale;Non;En couple avec enfant(s);Femme;4;2;2;69;50;50-59 ans;2007;CAISSE D EPARGNE;600;Tous les jours;80000;YAMAHA;Roadster;Parking privé non clos;Pour les trajets domicile travail;?;Assistante;Employé;False
1;Directeur de projet;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;1;1;92;48;40-49 ans;2013;MAAF;800;Tous les jours;6000;YAMAHA;Roadster;Garage collectif;Pour les trajets domicile travail;?;Directeur de projet;Cadre;False
1;technicien PL;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;80;31;30-39 ans;1986;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;5000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;100;technicien PL;Employé;False
1;technicien;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;5;0;26;65;60-69 ans;2011;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;10000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;Technicien;Retraité;False
1;magasinier monteur;Non;Mise à jour;Non;En couple sans enfant;Homme;2;4;0;71;53;50-59 ans;2018;MACIF;1000;Quelques fois par semaine;9000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;500;magasinier responsable d agence;Employé;False
1;ingenieur;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;2;2;38;54;50-59 ans;2000;MACIF;1300;Quelques fois par mois;6000;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;400;ingenieur;Cadre;False
1;Peintre en bâtiment;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;2;0;28;31;30-39 ans;2008;MUTUELLE DES MOTARDS;675;Tous les jours;11000;TRIUMPH;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Peintre en bâtiment;Ouvrier;False
1;magasinier vendeur;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;3;4;2;26;56;50-59 ans;2003;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;1000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;magasinier vendeur;Cadre;False
1;conducteur routier;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;84;59;50-59 ans;2016;MUTUELLE DES MOTARDS;650;Tous les jours;5000;SUZUKI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;conducteur routier;Ouvrier;False
1;ingenieur electronique;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;2;2;91;56;50-59 ans;2015;AXA;1000;Quelques fois par mois;7500;SUZUKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;ingenieur chercheur;Cadre;False
1;Comptable;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;6;0;26;33;30-39 ans;1977;MUTUELLE DES MOTARDS;650;Quelques fois par mois;5000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Comptable;Employé;False
1;chef de projet;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;75;54;50-59 ans;2007;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;998;MOTO GUZZI;Scooter;Garage collectif;Pour les trajets domicile travail;200;chef de projet;Cadre;True
2;aide medico psychologique;Non;Mise à jour;Oui;Seul(e) avec enfants;Femme;3;3;2;85;52;50-59 ans;2000;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;7000;SUZUKI;Roadster;Parking privé clos;Pour les loisirs;500;aide medico psychologique;Employé;False
1;gazier;Non;?;Oui;En couple avec enfant(s);Homme;4;2;2;33;48;40-49 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;15000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;500;gazier;Employé;False
1;Responsable maintenance;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;1;3;63;59;50-59 ans;2001;MAAF;1000;Quelques fois par semaine;6000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Responsable maintenance;Cadre;False
1;charge de com;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;2;0;34;57;50-59 ans;2003;GMF;1000;Quelques fois par mois;10000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;charge de com;Cadre;False
1;Journaliste;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;4;0;17;67;60-69 ans;1978;MACIF;1000;Quelques fois par an;500;BMW;Routière / GT;Parking privé non clos;Pour les loisirs;500;Journaliste;Retraité;False
1;enseignant;Non;Mise à jour;Non;En couple sans enfant;Homme;2;4;0;34;60;60-69 ans;1962;MAIF;50;Quelques fois par an;10;VELOSOLEX;Roadster;Parking privé clos;Pour les loisirs;500;enseignant;Cadre;False
1;TECHNICIEN SERVICE APRES VENTE;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;62;39;30-39 ans;2001;MUTUELLE DES MOTARDS;500;Quelques fois par mois;4000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;TECHNICIEN SERVICE APRES VENTE;Employé;False
1;Ingénieur en R&D;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;25;42;40-49 ans;2002;AMV (ASSURANCE MOTO VERTE);650;Quelques fois par mois;2000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Ingénieur en R&D;Cadre;False
